timestamp,experiment_id,experiment_type,temperature_c,oxygen_percent,humidity_percent,radiation_level,nutrient_level,ph_level,pressure_kpa,cell_growth_rate,viability_score,contamination_score,mission_outcome
09-02-2026 06:00,BIO-2396,Stem Cell Research,39.17,19.51,50.49,0.321,75.1,7.19,99.43,1.83,74.92,13.69,Success
09-02-2026 06:30,BIO-2397,Tissue Engineering,38.09,17.07,51.54,0.521,78.17,7.32,100.03,2.64,72.14,10.35,Success
09-02-2026 07:00,BIO-2398,Radiation Biology,36.82,20.72,52.16,2.955,68.18,7.31,90.75,3.05,60.58,45.33,Failure
09-02-2026 07:30,BIO-2399,Tissue Engineering,38.18,12.88,69.34,2.534,61.53,7.28,110.06,0.6,16.54,29.75,Failure
09-02-2026 08:00,BIO-2400,Drug Discovery,34.27,20.98,48.08,2.87,96.22,7.67,104.52,2.68,40.17,25.83,Failure
09-02-2026 08:30,BIO-2401,Protein Synthesis,38.75,,62.67,0.29,75.44,7.26,98.26,5.19,89.91,6.25,Success
09-02-2026 09:00,BIO-2402,Drug Discovery,36.65,22.35,63.99,0.586,88.71,7.34,106.06,4.53,87.42,14.39,Success
09-02-2026 09:30,BIO-2403,Stem Cell Research,37.73,18.27,47.45,0.346,67.74,7.02,109.51,2.46,78.1,6.19,Success
09-02-2026 10:00,BIO-2404,Stem Cell Research,37.07,22.93,55.8,0.116,78.02,7.5,105.63,3.39,76.9,6.17,Success
09-02-2026 10:30,BIO-2405,Tissue Engineering,36.11,20.57,54.74,0.375,78.04,7.16,98.99,3.2,76.93,13.34,Success
09-02-2026 11:00,BIO-2406,Protein Synthesis,37.37,22.15,66.76,0.414,74.71,7.29,107.06,3.54,70.66,20.19,Success
09-02-2026 11:30,BIO-2407,Drug Discovery,34.31,26.62,70.56,0.459,95.29,7.86,103.91,2.9,69.97,21.25,Failure
09-02-2026 12:00,BIO-2408,Tissue Engineering,35.16,19.45,45.2,0.96,44.62,7.1,95.14,2.06,56.4,12.68,Failure
09-02-2026 12:30,BIO-2409,Tissue Engineering,38.93,15.65,65.43,0.428,86.06,7.34,100.15,4.7,79.69,13.23,Success
09-02-2026 13:00,BIO-2410,Protein Synthesis,36.66,17.63,62.24,0.554,89.24,7.55,107.66,3.16,79.94,7.38,Success
09-02-2026 13:30,BIO-2411,Tissue Engineering,37.64,24.35,61.96,0.965,64.32,7.27,104.94,3.98,82.57,17.15,Success
09-02-2026 14:00,BIO-2412,Stem Cell Research,36.85,18.66,60.79,0.705,66.27,7.72,106.62,2.71,68.75,9.73,Failure
09-02-2026 14:30,BIO-2413,Drug Discovery,36.5,19.14,52.16,0.839,87.25,7.38,99.74,2.69,70.79,14.84,Success
09-02-2026 15:00,BIO-2414,Stem Cell Research,34.31,20.09,59.18,0.13,61.69,7.66,98.79,0.94,68.02,18.43,Failure
09-02-2026 15:30,BIO-2415,Stem Cell Research,39.96,21.54,62.29,0.821,48.21,7.65,103.77,2.05,55.79,15.53,Failure
09-02-2026 16:00,BIO-2416,Drug Discovery,34.96,22.71,73.85,0.379,91.92,7.13,98.71,3.57,77.9,16,Success
09-02-2026 16:30,BIO-2417,Drug Discovery,38.87,21.19,65.51,0.584,85.51,7.24,98.58,4.34,75.97,17.85,Success
09-02-2026 17:00,BIO-2418,Radiation Biology,36.42,17.13,46.3,0.562,78.39,7.67,95.64,3.9,68.22,12.49,Failure
09-02-2026 17:30,BIO-2419,Protein Synthesis,34.69,18.03,83.35,0.653,86.07,7.48,103.64,3.16,69.52,16.99,Failure
09-02-2026 18:00,BIO-2420,Stem Cell Research,43.71,19.01,63.71,1.025,41.86,7.58,100.16,0.82,48.9,23.33,Failure
09-02-2026 18:30,BIO-2421,Stem Cell Research,34.76,14.87,67.38,0.855,89.87,7.47,95.8,3.94,64.72,21.71,Failure
09-02-2026 19:00,BIO-2422,Radiation Biology,33.45,13.56,69.14,0.262,79.78,7.68,95.32,3.23,68.53,15.05,Failure
09-02-2026 19:30,BIO-2423,Stem Cell Research,36.99,16.76,69.47,0.854,48.94,7.18,94.02,1.13,62.24,15.72,Failure
09-02-2026 20:00,BIO-2424,Drug Discovery,39.84,22.5,56.98,0.546,50.77,7.02,101.04,0.77,57.28,18.9,Failure
09-02-2026 20:30,BIO-2425,Radiation Biology,38.4,24.78,58.33,3.561,71.54,7.11,100.52,2.81,39.29,35.04,Failure
09-02-2026 21:00,BIO-2426,Drug Discovery,37.89,25.03,55.56,0.397,75.51,7.09,98.2,2.96,86.61,14.08,Success
09-02-2026 21:30,BIO-2427,Stem Cell Research,40.58,22.31,71.18,2.602,57.66,7.04,101.15,0.31,25.42,43.96,Failure
09-02-2026 22:00,BIO-2428,Tissue Engineering,34.48,24.51,63.58,0.449,66.93,7.25,96.48,2.43,71.83,9.46,Success
09-02-2026 22:30,BIO-2429,Radiation Biology,29.95,23.18,79.16,0.582,53.2,7.45,99.31,1.44,57.57,22.73,Failure
09-02-2026 23:00,BIO-2430,Tissue Engineering,35.76,19.95,61.94,0.456,74.36,7.44,97.82,2.26,70.88,14.46,Success
09-02-2026 23:30,BIO-2431,Drug Discovery,38.42,22.91,66.67,0.446,100.45,7.42,109.31,1.55,60.14,11.21,Failure
10-02-2026 00:00,BIO-2432,Stem Cell Research,36.29,9.65,68.53,0.325,67.39,7.7,99.03,2.21,77.64,14.43,Success
10-02-2026 00:30,BIO-2433,Tissue Engineering,32.76,21.61,61.86,0.566,68.93,7.25,105.89,2.42,76.29,14.96,Success
10-02-2026 01:00,BIO-2434,Drug Discovery,35.85,25.19,56.96,0.532,79.51,7.17,95.09,2.74,77.36,19.42,Success
10-02-2026 01:30,BIO-2435,Radiation Biology,38.25,27.85,59.17,0.8,79.27,7,104.24,2.77,74.64,10.07,Success
10-02-2026 02:00,BIO-2436,Drug Discovery,40.2,11.44,79.64,0.392,75.04,7.51,104.56,2.93,77.33,20.42,Success
10-02-2026 02:30,BIO-2437,Protein Synthesis,31.17,16.18,56.24,0.287,44.73,7.07,86.91,1.44,66.58,20.09,Failure
10-02-2026 03:00,BIO-2438,Drug Discovery,38.93,22.29,53.23,0.171,105.76,7.23,102.94,4.48,88.77,10.37,Success
10-02-2026 03:30,BIO-2439,Drug Discovery,37.5,21.7,66.38,0.453,80.23,7.07,101.73,3.6,82.32,11.96,Success
10-02-2026 04:00,BIO-2440,Radiation Biology,40.04,14.31,54.07,0.103,56.41,7.01,104.68,2.02,66.49,12.6,Failure
10-02-2026 04:30,BIO-2441,Stem Cell Research,36.76,18.32,58.03,4.153,80.14,7.13,101.6,3.33,31.16,34.01,Failure
10-02-2026 05:00,BIO-2442,Tissue Engineering,35.74,25.58,65.76,3.149,53.8,7.59,100.78,0.47,32.95,49.79,Failure
10-02-2026 05:30,BIO-2443,Tissue Engineering,35.56,14.41,61.67,0.523,81.7,6.89,94.65,2.65,70.52,20.61,Success
10-02-2026 06:00,BIO-2444,Stem Cell Research,39.5,28.52,74.59,1.065,64.95,7.04,105.3,1.75,59.01,19.29,Failure
10-02-2026 06:30,BIO-2445,Drug Discovery,34.09,16.9,58.73,0.598,79.32,7.27,101.29,2.72,68.03,14.97,Failure
10-02-2026 07:00,BIO-2446,Drug Discovery,34.78,23.16,65.24,0.074,87.52,7.47,101.54,1.47,58.8,16.73,Failure
10-02-2026 07:30,BIO-2447,Stem Cell Research,29.93,22.91,52.63,0.408,89.63,7.21,102.77,1.98,82.4,17.7,Success
10-02-2026 08:00,BIO-2448,Protein Synthesis,37.63,17.23,58.12,0.329,84.53,6.85,102.76,3.8,90.39,12.82,Success
10-02-2026 08:30,BIO-2449,Protein Synthesis,40.29,24.32,52.97,0.631,90.77,7.27,101.08,2.8,70.77,20.14,Success
10-02-2026 09:00,BIO-2450,Drug Discovery,37.4,19.14,49.43,0.514,83.36,7.41,92.99,4.64,79.14,10.74,Success
10-02-2026 09:30,BIO-2451,Tissue Engineering,42.4,25.96,60.11,0.425,69.98,7.32,91.9,2.39,65.63,15.22,Failure
10-02-2026 10:00,BIO-2452,Tissue Engineering,33.91,19.19,64.43,0.634,60.09,7.27,107.81,1.06,53.21,17.83,Failure
10-02-2026 10:30,BIO-2453,Stem Cell Research,33.89,22.75,50.27,0.65,72.01,7.34,110.04,2.25,62.13,15.07,Failure
10-02-2026 11:00,BIO-2454,Tissue Engineering,36.52,18.85,58.17,0.725,96.24,7.24,112.14,3.66,77.68,11.54,Success
10-02-2026 11:30,BIO-2455,Protein Synthesis,39.83,23.33,69.3,0.856,62.08,7.67,108.02,2.26,61.15,14.76,Failure
10-02-2026 12:00,BIO-2456,Protein Synthesis,39.54,9.18,54.92,0.438,82.63,7.11,100,2.66,75.49,15.57,Success
10-02-2026 12:30,BIO-2457,Radiation Biology,37.59,21.75,50.25,0.63,44.76,7.26,110,2.82,76.61,11.65,Success
10-02-2026 13:00,BIO-2458,Protein Synthesis,38.08,16.69,67.19,3.304,60.63,7.43,102.99,2.91,56.9,36.59,Failure
10-02-2026 13:30,BIO-2459,Protein Synthesis,37.24,14.8,44.94,0.736,101.72,7.51,102.26,4.71,81.41,15.14,Success
10-02-2026 14:00,BIO-2460,Protein Synthesis,35.31,22.33,79.9,0.526,63.94,7.11,98.48,3.2,84.4,17.24,Success
10-02-2026 14:30,BIO-2461,Stem Cell Research,37.12,15.03,71.77,0.308,90.56,7.36,107.08,2.96,92.64,12.15,Success
10-02-2026 15:00,BIO-2462,Drug Discovery,37.04,26.3,53.73,0.352,55.25,7.51,97.44,1.38,56.49,7.59,Failure
10-02-2026 15:30,BIO-2463,Drug Discovery,36.83,28.49,64.96,0.758,73.75,7.14,94.35,3.86,86.3,13.12,Success
10-02-2026 16:00,BIO-2464,Drug Discovery,36.67,26.4,64.69,0.552,73.17,7.17,100.34,2.49,72.63,10.47,Success
10-02-2026 16:30,BIO-2465,Drug Discovery,37.2,19.42,65.19,0.834,80.29,7.03,101.26,3.17,64.93,15.69,Failure
10-02-2026 17:00,BIO-2466,Protein Synthesis,34.79,16.82,63.6,0.232,33.13,7.39,102.84,-0.23,61.61,11.86,Failure
10-02-2026 17:30,BIO-2467,Protein Synthesis,36.81,17.74,73.22,0.586,84.42,7.36,98.53,3.85,82.62,16,Success
10-02-2026 18:00,BIO-2468,Stem Cell Research,40.47,24.01,42.86,0.711,74.03,7.48,97.49,2.49,68.09,21.01,Failure
10-02-2026 18:30,BIO-2469,Radiation Biology,40.1,20.08,59.83,1.086,93.17,7.43,94.71,3.77,70.23,22.52,Failure
10-02-2026 19:00,BIO-2470,Stem Cell Research,40.54,15.55,55.89,0.691,70.86,7.15,99.13,1.28,68.42,19.01,Failure
10-02-2026 19:30,BIO-2471,Tissue Engineering,35.29,14.34,55.44,-0.091,71.56,7.27,98.86,2.13,72.13,13.04,Success
10-02-2026 20:00,BIO-2472,Stem Cell Research,33.01,,83.22,0.258,,7.38,105.07,3.66,78.78,18.63,Success
10-02-2026 20:30,BIO-2473,Tissue Engineering,38.22,17.04,69.17,0.47,93.01,7.19,104.88,2.8,86.99,17.06,Success
10-02-2026 21:00,BIO-2474,Radiation Biology,41.21,19.44,56.25,3.618,49.11,7.22,102.96,3.25,40.1,48.38,Failure
10-02-2026 21:30,BIO-2475,Protein Synthesis,37.81,16.53,53.91,0.693,55.54,7.25,99.85,1.99,73.45,15.72,Success
10-02-2026 22:00,BIO-2476,Protein Synthesis,36.06,24.05,73.64,4.337,76.46,6.88,101.1,2.08,23.41,44.15,Failure
10-02-2026 22:30,BIO-2477,Drug Discovery,39.68,26.5,56.65,0.714,84.85,6.84,101.36,2,61.02,26.24,Failure
10-02-2026 23:00,BIO-2478,Stem Cell Research,33.28,19.22,55.29,0.431,87.06,6.93,96.15,3.12,70.24,16.46,Success
10-02-2026 23:30,BIO-2479,Stem Cell Research,38.78,17.77,83.13,0.283,61.94,7.45,101.31,1.44,72.74,12.2,Failure
11-02-2026 00:00,BIO-2480,Protein Synthesis,36.01,12.03,61.31,4.06,93.06,7.66,103.34,4.5,60.41,45.76,Failure
11-02-2026 00:30,BIO-2481,Drug Discovery,38.08,22.52,66.75,1.037,93.78,7.09,102.12,1.68,60.86,10.19,Failure
11-02-2026 01:00,BIO-2482,Tissue Engineering,38.11,,57.94,1.021,76.95,7.23,95.81,2.3,66.55,11.01,Failure
11-02-2026 01:30,BIO-2483,Tissue Engineering,37.29,16.1,65.82,3.172,73.71,7.26,105.8,2.98,55.67,27.61,Failure
11-02-2026 02:00,BIO-2484,Protein Synthesis,30.8,21.93,61.15,0.273,86.21,7.12,99.56,3.06,72.53,17.84,Success
11-02-2026 02:30,BIO-2485,Radiation Biology,38.26,16.31,59.45,0.381,79.22,7.72,105.03,2.57,72.16,13.83,Success
11-02-2026 03:00,BIO-2486,Protein Synthesis,38.46,24.94,52.07,0.291,67.22,7.32,100.13,1.63,75.08,9.37,Success
11-02-2026 03:30,BIO-2487,Drug Discovery,32.89,22.67,70.84,2.122,59.4,6.84,101.85,1.55,28.26,38.78,Failure
11-02-2026 04:00,BIO-2488,Drug Discovery,36.13,22.43,48.68,0.906,59.9,6.81,101.77,1.77,62.07,13.47,Failure
11-02-2026 04:30,BIO-2489,Radiation Biology,35.62,19.66,87.11,0.588,64.86,7.34,102.59,2.23,64.27,22.15,Failure
11-02-2026 05:00,BIO-2490,Drug Discovery,36,15.27,56.3,0.529,80.61,7.37,99.88,3.28,74.88,18.58,Success
11-02-2026 05:30,BIO-2491,Tissue Engineering,39.49,21.72,46.7,0.733,68.1,7.32,104.88,2.87,76.4,14.49,Success
11-02-2026 06:00,BIO-2492,Tissue Engineering,38.02,28.04,64.23,0.508,90.66,7.36,104.56,3.9,82,12.47,Success
11-02-2026 06:30,BIO-2493,Radiation Biology,34.09,20.33,53.96,3.212,90.75,7.39,106.34,4.25,41.11,52.65,Failure
11-02-2026 07:00,BIO-2494,Radiation Biology,34.07,25.44,42.07,0.878,90.38,7.4,100.54,1.93,64.54,24.29,Failure
11-02-2026 07:30,BIO-2495,Stem Cell Research,35.6,20.41,52.23,0.261,86.02,7.36,106.94,4.15,76.98,7.77,Success
11-02-2026 08:00,BIO-2496,Stem Cell Research,37.55,17.15,72.65,0.862,63.25,7.72,103.87,2.6,52.99,20.71,Failure
11-02-2026 08:30,BIO-2497,Radiation Biology,36.72,20.13,49.29,1.107,62.5,7.07,102.65,1.55,64.05,20.13,Failure
11-02-2026 09:00,BIO-2498,Drug Discovery,37.99,16.79,62.36,0.504,92.97,7.62,99.25,3.45,76.86,7.74,Success
11-02-2026 09:30,BIO-2499,Drug Discovery,39.25,20.72,43.17,0.407,76.2,6.85,104.02,3.87,70.53,13.69,Success
11-02-2026 10:00,BIO-2500,Tissue Engineering,34.63,24.89,71.13,0.269,67.3,7.34,104.77,2.28,71.67,12.63,Success
11-02-2026 10:30,BIO-2501,Tissue Engineering,37.35,23.14,56.31,0.839,78.6,7.78,107.1,3.02,77.14,15.87,Success
11-02-2026 11:00,BIO-2502,Radiation Biology,36.15,26.31,50.01,0.516,49.15,7.23,108.03,-0.29,58.34,6.79,Failure
11-02-2026 11:30,BIO-2503,Tissue Engineering,40.05,17.26,60.62,0.661,67.7,7.34,96.72,3.86,82.62,17.38,Success
11-02-2026 12:00,BIO-2504,Tissue Engineering,34.84,14.53,64.43,0.275,81.77,7.15,108.84,3.39,82.21,16.82,Success
11-02-2026 12:30,BIO-2505,Tissue Engineering,36.01,14.14,56.37,0.41,60.44,7.53,104.9,2.14,68.1,16.72,Failure
11-02-2026 13:00,BIO-2506,Drug Discovery,38.27,20.53,64.8,0.828,91.79,6.94,102.02,3.32,65.33,19.75,Failure
11-02-2026 13:30,BIO-2507,Protein Synthesis,37.72,15.69,67.47,0.89,53.68,7.4,104.59,1.04,64.27,12.05,Failure
11-02-2026 14:00,BIO-2508,Radiation Biology,40.88,11.92,56.93,0.454,,7.76,98.03,3.04,79.75,15.89,Success
11-02-2026 14:30,BIO-2509,Protein Synthesis,43.36,23.57,53.35,0.64,62.44,7.66,100.14,0.52,75.59,22.2,Failure
11-02-2026 15:00,BIO-2510,Radiation Biology,35.24,17.06,58.24,2.555,54.16,6.98,99.36,2.41,34.68,37.34,Failure
11-02-2026 15:30,BIO-2511,Tissue Engineering,37.95,17.65,48.19,0.226,74.98,7.06,102.85,1.78,77,15.27,Success
11-02-2026 16:00,BIO-2512,Protein Synthesis,34.28,17.95,66.65,0.576,80.22,6.91,103.89,3.97,81.66,9.37,Success
11-02-2026 16:30,BIO-2513,Tissue Engineering,35.54,24.02,57.06,0.626,82.09,7.13,100.79,3.81,76.85,16.37,Success
11-02-2026 17:00,BIO-2514,Stem Cell Research,34.17,21.08,51.77,0.45,83.44,7.47,96.19,2.59,70.1,13.89,Success
11-02-2026 17:30,BIO-2515,Stem Cell Research,36.94,15.36,48.3,0.718,109.23,7.02,112.26,4.97,86.87,15.58,Success
11-02-2026 18:00,BIO-2516,Stem Cell Research,34.58,21.47,68.79,0.724,90.36,7.69,104.22,2.93,73.27,17.88,Success
11-02-2026 18:30,BIO-2517,Radiation Biology,36.89,18.74,63.71,0.724,98.42,7.41,106.5,5.56,83.71,17.98,Success
11-02-2026 19:00,BIO-2518,Drug Discovery,33.6,20.18,68.51,0.454,77.62,7.46,95.8,3.06,83.3,24.19,Failure
11-02-2026 19:30,BIO-2519,Tissue Engineering,36.34,16.66,47.3,4.284,52.57,7.13,101.7,2.36,63.51,22.49,Failure
11-02-2026 20:00,BIO-2520,Protein Synthesis,35.6,21.6,57.8,0.449,76.32,7.13,107.04,3.03,72.17,10.17,Success
11-02-2026 20:30,BIO-2521,Stem Cell Research,32.74,29.06,76.15,2.907,61.39,7.42,102.3,0,9.36,51.46,Failure
11-02-2026 21:00,BIO-2522,Radiation Biology,36.97,15.96,77.63,1.062,67.78,7.16,101.44,1.34,48.61,18.74,Failure
11-02-2026 21:30,BIO-2523,Tissue Engineering,39.62,20.95,,0.312,61.32,7.36,100.95,2.13,68.43,6.74,Failure
11-02-2026 22:00,BIO-2524,Stem Cell Research,36.99,22.38,49.77,3.149,81.03,7.61,100.57,2.86,29.65,24.36,Failure
11-02-2026 22:30,BIO-2525,Drug Discovery,39.51,28.28,49.14,0.339,59.92,7.31,101.81,1.46,70.5,10.81,Failure
11-02-2026 23:00,BIO-2526,Radiation Biology,32,16.85,50.72,0.675,70.02,7.1,108.16,2.19,79.25,14.52,Success
11-02-2026 23:30,BIO-2527,Stem Cell Research,39.31,21.49,61.02,0.462,64.53,7.12,103.72,2.59,78.92,13.07,Success
12-02-2026 00:00,BIO-2528,Radiation Biology,39.41,18,60.49,0.518,83.49,7.44,102.62,2.6,73.9,16.33,Success
12-02-2026 00:30,BIO-2529,Tissue Engineering,38.38,19.87,68.23,0.482,75.96,6.73,98.85,2.04,72.96,13.47,Success
12-02-2026 01:00,BIO-2530,Drug Discovery,35.31,22.57,56.88,0.267,69.93,7.44,96.09,4.2,79.71,15.15,Success
12-02-2026 01:30,BIO-2531,Stem Cell Research,34.77,21.45,61.51,0.727,41.81,7.33,101.36,-0.05,55.46,13.2,Failure
12-02-2026 02:00,BIO-2532,Drug Discovery,34.34,23.77,51.35,3.2,77.84,7,108.73,3.64,45.06,40.13,Failure
12-02-2026 02:30,BIO-2533,Drug Discovery,38.43,21.01,60.58,0.715,72.04,7.14,106.67,2.34,69.8,14.74,Failure
12-02-2026 03:00,BIO-2534,Radiation Biology,36.07,13.64,40.69,3.633,80.93,7.91,93.83,0.93,26.13,21.5,Failure
12-02-2026 03:30,BIO-2535,Radiation Biology,36.75,19.35,51.69,0.66,78.24,6.95,98.06,2.51,64.22,7.32,Failure
12-02-2026 04:00,BIO-2536,Protein Synthesis,37.59,15.09,63.91,2.854,72.56,7.16,97.09,2.68,36.32,33.47,Failure
12-02-2026 04:30,BIO-2537,Drug Discovery,39,18.21,58.05,3.472,66.46,7.35,105.07,2.2,56.05,45.57,Failure
12-02-2026 05:00,BIO-2538,Stem Cell Research,35.95,17.6,54.2,0.799,78.04,7.32,100,2.91,80.63,13.23,Success
12-02-2026 05:30,BIO-2539,Drug Discovery,42.57,28.63,46.11,0.997,91.63,7.12,103.54,4,81.27,27.84,Failure
12-02-2026 06:00,BIO-2540,Protein Synthesis,37.94,19.17,56.58,0.545,77.27,7.45,104.71,3.05,74.7,7.11,Success
12-02-2026 06:30,BIO-2541,Stem Cell Research,38.55,21.76,59.17,0.76,68.77,7.42,94.45,2.03,70.47,18.09,Success
12-02-2026 07:00,BIO-2542,Stem Cell Research,37.15,24.79,47.24,3.895,84.86,7.5,101.51,2.12,54.88,28.88,Failure
12-02-2026 07:30,BIO-2543,Radiation Biology,39.06,25.65,67.46,0.363,105.26,6.87,111.23,3.69,93.37,20.11,Success
12-02-2026 08:00,BIO-2544,Tissue Engineering,35.59,24.38,52.87,0.737,81.24,7.33,98.95,2.64,75.33,14.2,Success
12-02-2026 08:30,BIO-2545,Stem Cell Research,36.81,19.96,50.99,0.85,55.1,7.25,98.42,3.44,73.25,10.4,Success
12-02-2026 09:00,BIO-2546,Radiation Biology,38.94,20.74,63.62,0.881,92.52,7.02,99.72,4.42,82.25,10.47,Success
12-02-2026 09:30,BIO-2547,Protein Synthesis,34.12,25.14,52.17,0.202,61.51,7.4,106.6,2.29,74.85,22.48,Failure
12-02-2026 10:00,BIO-2548,Radiation Biology,38.63,20.95,66.79,3.356,79.5,7.28,107.66,2.87,40.51,38.38,Failure
12-02-2026 10:30,BIO-2549,Protein Synthesis,31.89,28.47,52.67,0.386,85.92,7.28,95.79,2.56,74.24,26.06,Failure
12-02-2026 11:00,BIO-2550,Tissue Engineering,34.18,28,69.95,0.715,84.54,7.63,108.64,2.68,62.21,17.38,Failure
12-02-2026 11:30,BIO-2551,Drug Discovery,35.87,20.71,62.85,0.275,51.51,7.33,104.86,3.12,75.59,14,Success
12-02-2026 12:00,BIO-2552,Protein Synthesis,36.73,23.96,61.94,0.566,70.95,7.33,112.32,1.19,66.57,19.43,Failure
12-02-2026 12:30,BIO-2553,Drug Discovery,38.61,22.52,85.74,0.861,86.32,6.74,95.33,2.51,76.34,31.97,Failure
12-02-2026 13:00,BIO-2554,Tissue Engineering,39.23,21.89,73.24,3.787,65.66,7.67,94.3,0.35,27.18,28.67,Failure
12-02-2026 13:30,BIO-2555,Protein Synthesis,33.67,14.7,52.94,0.613,82.48,7.49,93.66,2.56,72.99,16.94,Success
12-02-2026 14:00,BIO-2556,Radiation Biology,34.14,18.2,43.98,0.628,94.85,7.26,98.04,4.85,78.15,17.5,Success
12-02-2026 14:30,BIO-2557,Drug Discovery,39.62,18.75,45.75,0.622,72.01,6.9,98.79,1.77,70.1,3.54,Success
12-02-2026 15:00,BIO-2558,Protein Synthesis,38.39,29.71,74.84,2.122,68.98,7.26,98.09,1.84,37.99,39.1,Failure
12-02-2026 15:30,BIO-2559,Stem Cell Research,38.77,16.53,48.46,0.612,60.78,7.65,94.49,0.89,68.86,20.83,Failure
12-02-2026 16:00,BIO-2560,Protein Synthesis,43.13,21.46,62.08,0.488,71.58,7.14,102.67,2.02,56.35,28,Failure
12-02-2026 16:30,BIO-2561,Tissue Engineering,38.33,23.04,48.37,2.632,76.73,7.01,99.92,2.83,46.2,32.58,Failure
12-02-2026 17:00,BIO-2562,Tissue Engineering,36.93,15.59,49.08,0.54,64.7,7.46,99.52,3.41,78.29,11.46,Success
12-02-2026 17:30,BIO-2563,Tissue Engineering,34.37,11.62,57.27,0.218,99.71,7.14,111.61,2.11,85.37,12.91,Success
12-02-2026 18:00,BIO-2564,Stem Cell Research,37.69,26.29,74.14,1.049,74.12,7.55,99.14,4.27,62.93,17.43,Failure
12-02-2026 18:30,BIO-2565,Drug Discovery,36.79,19.43,45.93,0.78,85.25,7.2,111.31,2.9,75.44,14.68,Success
12-02-2026 19:00,BIO-2566,Tissue Engineering,40.31,18.35,59.08,0.279,64.29,7.41,104.17,2.04,80.94,17.49,Success
12-02-2026 19:30,BIO-2567,Radiation Biology,37.49,24.08,63.9,3.789,75.67,7.51,105.48,2.19,46.52,45.84,Failure
12-02-2026 20:00,BIO-2568,Protein Synthesis,39.06,22.59,59.23,0.436,78.53,7.45,101.63,2.73,73.37,11.78,Success
12-02-2026 20:30,BIO-2569,Drug Discovery,34.47,16.74,71.62,3.008,46.26,6.9,99.66,1.68,26.77,41.97,Failure
12-02-2026 21:00,BIO-2570,Radiation Biology,39.91,21.46,39.27,0.608,84.92,7.24,91.62,2.51,71.36,17.04,Success
12-02-2026 21:30,BIO-2571,Stem Cell Research,33.77,17.32,61.68,0.418,77.53,7.35,96.29,3.3,76.56,18.11,Success
12-02-2026 22:00,BIO-2572,Protein Synthesis,39.55,19.26,63.67,0.4,84.33,7.49,87.69,3.26,70.31,14.95,Success
12-02-2026 22:30,BIO-2573,Drug Discovery,37.51,25.63,55.81,4.082,82.93,7.08,91.17,2.94,24.63,14.65,Failure
12-02-2026 23:00,BIO-2574,Stem Cell Research,38.68,25.72,55.93,0.579,78.06,7.34,97.24,1.55,69.26,15.97,Failure
12-02-2026 23:30,BIO-2575,Tissue Engineering,38.85,23.36,50.83,0.488,87.82,7.07,109.4,4.06,87.66,15.55,Success
13-02-2026 00:00,BIO-2576,Tissue Engineering,39.46,19.08,65.38,0.634,67.84,7.38,97.2,2.78,64.88,22.77,Failure
13-02-2026 00:30,BIO-2577,Protein Synthesis,36.73,20.08,67.37,0.38,68.33,7.47,104.03,2.85,71.7,10.68,Success
13-02-2026 01:00,BIO-2578,Tissue Engineering,37.26,16.02,68.52,0.885,59.43,7.06,107.4,1.27,65.39,14.79,Failure
13-02-2026 01:30,BIO-2579,Protein Synthesis,36.93,23.54,55.39,0.9,81.24,7.19,92.18,2.65,67.21,7.96,Failure
13-02-2026 02:00,BIO-2580,Stem Cell Research,28.07,15.52,42.77,0.993,70.4,7.02,109.52,0.49,57.68,22.42,Failure
13-02-2026 02:30,BIO-2581,Radiation Biology,37.61,20.25,65.77,0.832,61.49,7.41,106.29,2.37,71.63,23.11,Failure
13-02-2026 03:00,BIO-2582,Drug Discovery,34.06,18.85,61.13,0.801,,7.04,107.98,1.33,74.72,15.38,Failure
13-02-2026 03:30,BIO-2583,Tissue Engineering,33.64,21.37,78.66,0.872,90.13,7.5,109.85,3.25,83.89,22.96,Failure
13-02-2026 04:00,BIO-2584,Stem Cell Research,40.63,20.42,76.03,0.422,68.38,7.43,100.01,2.38,68.07,19.53,Failure
13-02-2026 04:30,BIO-2585,Tissue Engineering,39.38,19.35,50.38,0.904,90.74,7.26,96.88,2.99,70.84,19.73,Success
13-02-2026 05:00,BIO-2586,Radiation Biology,43.98,21.59,69.28,0.903,70.04,7.14,94.46,1.71,67.64,31.79,Failure
13-02-2026 05:30,BIO-2587,Drug Discovery,34.9,17.63,40.22,0.149,93.16,7.15,98,2.27,80.1,10.38,Success
13-02-2026 06:00,BIO-2588,Stem Cell Research,39.58,23.08,54.12,0.575,95.44,7.64,99.99,3.06,78.28,12.86,Success
13-02-2026 06:30,BIO-2589,Drug Discovery,35.25,17.17,77.2,1.102,80.61,7.64,88.95,2.37,62.91,20.89,Failure
13-02-2026 07:00,BIO-2590,Stem Cell Research,34.1,27.08,70.57,0.889,73.13,7,105.82,3.12,65.56,31.35,Failure
13-02-2026 07:30,BIO-2591,Tissue Engineering,34.06,29.31,61.54,2.764,73.57,7.42,93.91,3.16,35.43,34.3,Failure
13-02-2026 08:00,BIO-2592,Drug Discovery,36.91,19.77,53.49,0.816,60.35,6.72,99.64,3.14,74.3,15.97,Success
13-02-2026 08:30,BIO-2593,Stem Cell Research,36.45,24.86,64.75,0.223,53.27,7.49,103.17,3.01,77.27,7.05,Success
13-02-2026 09:00,BIO-2594,Radiation Biology,40.18,14.97,53.1,0.428,86.9,6.9,100.43,3.94,81.66,15.44,Success
